market_id,market_ticker,event_ticker,series_ticker,market_question,market_subtitle,yes_subtitle,no_subtitle,market_rules,event_question,event_subtitle,series_title,series_category,series_frequency,market_status,market_result,open_time,close_time,passes_volume_filter,passes_lifetime_filter,passes_both_filters,volume_fp,lifetime_days,history_start_ts,history_end_ts,expected_daily_rows,received_daily_rows,first_observation_ts,last_observation_ts,download_status,actual_candles_exported
kalshi:1SONG-DRAKE-DEC2824,1SONG-DRAKE-DEC2824,1SONG-DRAKE-DEC2824,KX1SONG-DRAKE,"Will Drake have a #1 hit by Dec 28, 2024?",In 2024,In 2024,Not In 2024,"If Drake has a #1 song on the Billboard Hot 100 (including features), by the Billboard issue for the week of Dec 28, 2024, then the market resolves to Yes.",Drake has a #1 hit in 2024?,In 2024,Drake top song,Entertainment,annual,finalized,no,2024-05-08T14:00:00Z,2024-12-23T05:01:00Z,1,1,1,20223.0,228.62569444444443,1715176800,1734930060,230,145,1715227200.0,1734930000.0,success,145
kalshi:1SONGBILLIEEILISH-JUN0124,1SONGBILLIEEILISH-JUN0124,1SONGBILLIEEILISH,KX1SONGBILLIEEILISH,"Will Billie Eilish have a #1 hit by Jun 1, 2024?","By Jun 1, 2024","By Jun 1, 2024","Not By Jun 1, 2024","If Billie Eilish has a #1 song on the Billboard Hot 100 (including features), by the Billboard issue for the week of Jun 1, 2024, then the market resolves to Yes.",Billie Eilish has a #1 hit in May 2024?,In May 2024,da,Entertainment,annual,finalized,no,2024-05-13T14:00:00Z,2024-05-27T04:01:00Z,1,1,1,16284.0,13.584027777777777,1715608800,1716782460,15,14,1715659200.0,1716782400.0,success,14
kalshi:1SONGCHAPPELLROAN-DEC2824,1SONGCHAPPELLROAN-DEC2824,1SONGCHAPPELLROAN-DEC2824,KX1SONGCHAPPELLROAN,"Will Chappell Roan have a #1 hit by Dec 28, 2024?","By Dec 28, 2024",In 2024,In 2024,"If Chappell Roan has a #1 song on the Billboard Hot 100 (including features), by the Billboard issue for the week of Dec 28, 2024, then the market resolves to Yes.",Chappell Roan has a #1 hit in 2024?,In 2024,Chappell Roan top song,Entertainment,annual,finalized,no,2024-08-07T16:00:00Z,2024-12-23T05:01:00Z,1,1,1,27126.0,137.54236111111112,1723046400,1734930060,139,112,1723089600.0,1734930000.0,success,112
kalshi:538APPROVEMAX-23JUN30-T42,538APPROVEMAX-23JUN30-T42,538APPROVEMAX-23JUN30,KX538APPROVEMAX,"Will Biden's approval rating ever get above 42% by Jun 30, 2023?",>42%,Above 42%,42% or below,"If, according to FiveThirtyEight, Biden's maximum approval rating is above 42 between Issuance and Jun 30, 2023, then the market resolves to Yes.","Biden 538 highest approval rating by Jun 30, 2023?","By Jun 30, 2023",Biden 538 highest approval rating,Politics,custom,finalized,yes,2023-05-30T17:00:00Z,,1,1,1,10943.0,31.09636574074074,1685466000,1688152726,33,26,1685505600.0,1688097600.0,success,26
kalshi:538APPROVEMAX-24AUG31-T40,538APPROVEMAX-24AUG31-T40,538APPROVEMAX-24AUG31,KX538APPROVEMAX,"Will the President's approval rating ever get above 40% by Aug 31, 2024?",40%,Above 40%,Above 40%,"If, according to FiveThirtyEight, the President's maximum approval rating is above 40 between Issuance and Aug 31, 2024, then the market resolves to Yes.","How high will the President's 538 approval rating get by Aug 31, 2024?","By Aug 31, 2024",Biden 538 highest approval rating,Politics,custom,finalized,yes,2024-08-01T14:00:00Z,,1,1,1,18270.0,29.00076388888889,1722520800,1725026466,31,29,1722571200.0,1724990400.0,success,29
kalshi:538APPROVEMAX-24FEB29-T40,538APPROVEMAX-24FEB29-T40,538APPROVEMAX-24FEB29,KX538APPROVEMAX,"Will Biden's approval rating ever get above 40% by Feb 29, 2024?",40%,Above 40%,40% or below,"If, according to FiveThirtyEight, Biden's maximum approval rating is above 40 between Issuance and Feb 29, 2024, then the market resolves to Yes.","Biden 538 highest approval rating by Feb 29, 2024?","By Feb 29, 2024",Biden 538 highest approval rating,Politics,custom,finalized,no,2024-02-02T15:00:00Z,2024-03-01T04:59:00Z,1,1,1,11570.0,27.582638888888887,1706886000,1709269140,29,24,1706936400.0,1709182800.0,success,24
kalshi:538APPROVEMAX-24JUL31-T38,538APPROVEMAX-24JUL31-T38,538APPROVEMAX-24JUL31,KX538APPROVEMAX,"Will the President's approval rating ever get above 38% by Jul 31, 2024?",38%,Above 38%,38% or below,"If, according to FiveThirtyEight, the President's maximum approval rating is above 38 between Issuance and Jul 31, 2024, then the market resolves to Yes.","How high will the President's 538 approval rating get by Jul 31, 2024?","By Jul 31, 2024",Biden 538 highest approval rating,Politics,custom,finalized,yes,2024-07-02T03:30:00Z,,1,1,1,13035.0,15.444166666666666,1719891000,1721225376,17,16,1719892800.0,1721188800.0,success,16
kalshi:538APPROVEMAX-24JUL31-T39,538APPROVEMAX-24JUL31-T39,538APPROVEMAX-24JUL31,KX538APPROVEMAX,"Will Biden's approval rating ever get above 39% by Jul 31, 2024?",39%,Above 39%,39% or below,"If, according to FiveThirtyEight, the President's maximum approval rating is above 39 between Issuance and Jul 31, 2024, then the market resolves to Yes.","How high will the President's 538 approval rating get by Jul 31, 2024?","By Jul 31, 2024",Biden 538 highest approval rating,Politics,custom,finalized,no,2024-07-01T14:00:00Z,2024-08-01T03:59:00Z,1,1,1,42670.0,30.582638888888887,1719842400,1722484740,32,30,1719892800.0,1722398400.0,success,30
kalshi:538APPROVEMAX-24JUL31-T40,538APPROVEMAX-24JUL31-T40,538APPROVEMAX-24JUL31,KX538APPROVEMAX,"Will Biden's approval rating ever get above 40% by Jul 31, 2024?",40%,Above 40%,40% or below,"If, according to FiveThirtyEight, the President's maximum approval rating is above 40 between Issuance and Jul 31, 2024, then the market resolves to Yes.","How high will the President's 538 approval rating get by Jul 31, 2024?","By Jul 31, 2024",Biden 538 highest approval rating,Politics,custom,finalized,no,2024-07-01T14:00:00Z,2024-08-01T03:59:00Z,1,1,1,31621.0,30.582638888888887,1719842400,1722484740,32,30,1719892800.0,1722398400.0,success,30
kalshi:538APPROVEMAX-24JUL31-T41,538APPROVEMAX-24JUL31-T41,538APPROVEMAX-24JUL31,KX538APPROVEMAX,"Will Biden's approval rating ever get above 41% by Jul 31, 2024?",41%,Above 41%,41% or below,"If, according to FiveThirtyEight, the President's maximum approval rating is above 41 between Issuance and Jul 31, 2024, then the market resolves to Yes.","How high will the President's 538 approval rating get by Jul 31, 2024?","By Jul 31, 2024",Biden 538 highest approval rating,Politics,custom,finalized,no,2024-07-01T14:00:00Z,2024-08-01T03:59:00Z,1,1,1,23870.0,30.582638888888887,1719842400,1722484740,32,29,1719892800.0,1722312000.0,success,29
kalshi:538APPROVEMIN-23DEC31-T38,538APPROVEMIN-23DEC31-T38,538APPROVEMIN-23DEC31,KX538APPROVEMIN,"Will Biden's approval rating ever get below 38% by Dec 31, 2023?",<38%,Below 38%,38% or above,"If, according to FiveThirtyEight, Biden's minimum approval rating is below 38% between Issuance and Dec 31, 2023, then the market resolves to Yes.","Biden 538 lowest approval rating by Dec 31, 2023?","By Dec 31, 2023",Biden 538 lowest approval rating,Politics,custom,finalized,yes,2023-03-02T15:00:00Z,,1,1,1,26735.0,278.1196180555556,1677769200,1701798735,280,73,1677819600.0,1701752400.0,success,73
kalshi:538APPROVEMIN-23JUN30-T40,538APPROVEMIN-23JUN30-T40,538APPROVEMIN-23JUN30,KX538APPROVEMIN,"Will Biden's approval rating ever get below 40% by Jun 30, 2023?",<40%,Below 40%,40% or above,"If, according to FiveThirtyEight, Biden's minimum approval rating is below 40 between Issuance and Jun 30, 2023, then the market resolves to Yes.","Biden 538 lowest approval rating by Jun 30, 2023?","By Jun 30, 2023",Biden 538 lowest approval rating,Politics,custom,finalized,no,2023-05-30T17:00:00Z,2023-07-01T03:59:00Z,1,1,1,12360.0,31.457638888888887,1685466000,1688183940,33,30,1685505600.0,1688097600.0,success,30
kalshi:538APPROVEMIN-24AUG31-T38,538APPROVEMIN-24AUG31-T38,538APPROVEMIN-24AUG31,KX538APPROVEMIN,"Will the President's approval rating ever get below 38% by Aug 31, 2024?",38%,Below 38%,Below 38%,"If, according to FiveThirtyEight, the President's minimum approval rating is below 38 between Issuance and Aug 31, 2024, then the market resolves to Yes.","How low will the President's 538 approval rating get by Aug 31, 2024?","By Aug 31, 2024",Biden 538 lowest approval rating,Politics,custom,finalized,no,2024-08-01T14:00:00Z,2024-09-01T03:59:00Z,1,1,1,13745.0,30.582638888888887,1722520800,1725163140,32,28,1722571200.0,1725076800.0,success,28
kalshi:538APPROVEMIN-24JUL31-T34,538APPROVEMIN-24JUL31-T34,538APPROVEMIN-24JUL31,KX538APPROVEMIN,"Will Biden's approval rating ever get below 34% by Jul 31, 2024?",34%,Below 34%,34% or above,"If, according to FiveThirtyEight, the President's minimum approval rating is below 34 between Issuance and Jul 31, 2024, then the market resolves to Yes.","How low will the President's 538 approval rating get by Jul 31, 2024?","By Jul 31, 2024",Biden 538 lowest approval rating,Politics,custom,finalized,no,2024-07-01T14:00:00Z,2024-08-01T03:59:00Z,1,1,1,41070.0,30.582638888888887,1719842400,1722484740,32,29,1719892800.0,1722398400.0,success,29
kalshi:538APPROVEMIN-24JUL31-T35,538APPROVEMIN-24JUL31-T35,538APPROVEMIN-24JUL31,KX538APPROVEMIN,"Will Biden's approval rating ever get below 35% by Jul 31, 2024?",35%,Below 35%,35% or above,"If, according to FiveThirtyEight, the President's minimum approval rating is below 35 between Issuance and Jul 31, 2024, then the market resolves to Yes.","How low will the President's 538 approval rating get by Jul 31, 2024?","By Jul 31, 2024",Biden 538 lowest approval rating,Politics,custom,finalized,no,2024-07-01T14:00:00Z,2024-08-01T03:59:00Z,1,1,1,31906.0,30.582638888888887,1719842400,1722484740,32,30,1719892800.0,1722398400.0,success,30
kalshi:538APPROVEMIN-24JUL31-T36,538APPROVEMIN-24JUL31-T36,538APPROVEMIN-24JUL31,KX538APPROVEMIN,"Will Biden's approval rating ever get below 36% by Jul 31, 2024?",36%,Below 36%,36% or above,"If, according to FiveThirtyEight, the President's minimum approval rating is below 36 between Issuance and Jul 31, 2024, then the market resolves to Yes.","How low will the President's 538 approval rating get by Jul 31, 2024?","By Jul 31, 2024",Biden 538 lowest approval rating,Politics,custom,finalized,no,2024-07-01T14:00:00Z,2024-08-01T03:59:00Z,1,1,1,55639.0,30.582638888888887,1719842400,1722484740,32,30,1719892800.0,1722398400.0,success,30
kalshi:538APPROVEMIN-24JUN30-T37,538APPROVEMIN-24JUN30-T37,538APPROVEMIN-24JUN30,KX538APPROVEMIN,"Will Biden's approval rating ever get below 37% by Jun 30, 2024?",37%,Below 37%,37% or above,"If, according to FiveThirtyEight, Biden's minimum approval rating is below 37 between Issuance and Jun 30, 2024, then the market resolves to Yes.","How low will Biden's 538 approval rating get by Jun 30, 2024?","By Jun 30, 2024",Biden 538 lowest approval rating,Politics,custom,finalized,no,2024-06-01T14:00:00Z,2024-07-01T03:59:00Z,1,1,1,19703.0,29.582638888888887,1717250400,1719806340,31,29,1717300800.0,1719720000.0,success,29
kalshi:538APPROVEY-23DEC31-T36.9,538APPROVEY-23DEC31-T36.9,538APPROVEY-23DEC31,KX538APPROVEY,Will Biden's approval rating on 538 be above 36.9%?,37% or higher,37.0% or above,37.0% or above or below,"If the President of the United States's approval rating according to FiveThirtyEight is above 36.9% on December 31, 2023, then the market resolves to Yes.",Biden 538 approval rating o023?,2023,President 538 approval rating yearly,Politics,annual,finalized,yes,2022-12-06T15:00:00Z,2024-01-01T04:59:00Z,1,1,1,19187.0,390.5826388888889,1670338800,1704085140,392,153,1670389200.0,1703307600.0,success,153
kalshi:538APPROVEY-23DEC31-T37.9,538APPROVEY-23DEC31-T37.9,538APPROVEY-23DEC31,KX538APPROVEY,Will Biden's approval rating on 538 be above 37.9%?,38% or higher,38.0% or above,38.0% or above or below,"If the President of the United States's approval rating according to FiveThirtyEight is above 37.9% on December 31, 2023, then the market resolves to Yes.",Biden 538 approval rating o023?,2023,President 538 approval rating yearly,Politics,annual,finalized,yes,2022-12-06T15:00:00Z,2024-01-01T04:59:00Z,1,1,1,16833.0,390.5826388888889,1670338800,1704085140,392,168,1670389200.0,1703998800.0,success,168
kalshi:538APPROVEY-23DEC31-T38.9,538APPROVEY-23DEC31-T38.9,538APPROVEY-23DEC31,KX538APPROVEY,Will Biden's approval rating on 538 be above 38.9%?,39% or higher,39.0% or above,39.0% or above or below,"If the President of the United States's approval rating according to FiveThirtyEight is above 38.9% on December 31, 2023, then the market resolves to Yes.",Biden 538 approval rating o023?,2023,President 538 approval rating yearly,Politics,annual,finalized,yes,2022-12-06T15:00:00Z,2024-01-01T04:59:00Z,1,1,1,15694.0,390.5826388888889,1670338800,1704085140,392,180,1670389200.0,1703998800.0,success,180
kalshi:538APPROVEY-23DEC31-T39.9,538APPROVEY-23DEC31-T39.9,538APPROVEY-23DEC31,KX538APPROVEY,Will Biden's approval rating on 538 be above 39.9%?,40% or higher,40.0% or above,40.0% or above or below,"If the President of the United States's approval rating according to FiveThirtyEight is above 39.9% on December 31, 2023, then the market resolves to Yes.",Biden 538 approval rating o023?,2023,President 538 approval rating yearly,Politics,annual,finalized,no,2022-12-06T15:00:00Z,2024-01-01T04:59:00Z,1,1,1,10969.0,390.5826388888889,1670338800,1704085140,392,187,1670389200.0,1703998800.0,success,187
kalshi:538APPROVEY-23DEC31-T41.9,538APPROVEY-23DEC31-T41.9,538APPROVEY-23DEC31,KX538APPROVEY,Will Biden's approval rating on 538 be above 41.9%?,42% or higher,42.0% or above,42.0% or above or below,"If the President of the United States's approval rating according to FiveThirtyEight is above 41.9% on December 31, 2023, then the market resolves to Yes.",Biden 538 approval rating o023?,2023,President 538 approval rating yearly,Politics,annual,finalized,no,2022-12-06T15:00:00Z,2024-01-01T04:59:00Z,1,1,1,13171.0,390.5826388888889,1670338800,1704085140,392,173,1670389200.0,1702962000.0,success,173
kalshi:538APPROVEY-23DEC31-T42.9,538APPROVEY-23DEC31-T42.9,538APPROVEY-23DEC31,KX538APPROVEY,Will Biden's approval rating on 538 be above 42.9%?,43% or higher,43.0% or above,43.0% or above or below,"If the President of the United States's approval rating according to FiveThirtyEight is above 42.9% on December 31, 2023, then the market resolves to Yes.",Biden 538 approval rating o023?,2023,President 538 approval rating yearly,Politics,annual,finalized,no,2022-12-06T15:00:00Z,2024-01-01T04:59:00Z,1,1,1,14776.0,390.5826388888889,1670338800,1704085140,392,158,1670389200.0,1702962000.0,success,158
kalshi:538APPROVEY-23DEC31-T45.9,538APPROVEY-23DEC31-T45.9,538APPROVEY-23DEC31,KX538APPROVEY,Will Biden's approval rating on 538 be above 45.9%?,46% or higher,46.0% or above,46.0% or above or below,"If the President of the United States's approval rating according to FiveThirtyEight is above 45.9% on December 31, 2023, then the market resolves to Yes.",Biden 538 approval rating o023?,2023,President 538 approval rating yearly,Politics,annual,finalized,no,2022-12-06T15:00:00Z,2024-01-01T04:59:00Z,1,1,1,10907.0,390.5826388888889,1670338800,1704085140,392,104,1670389200.0,1702443600.0,success,104
kalshi:538APPROVEY-23DEC31-T46.9,538APPROVEY-23DEC31-T46.9,538APPROVEY-23DEC31,KX538APPROVEY,Will Biden's approval rating on 538 be above 46.9%?,47% or higher,47.0% or above,47.0% or above or below,"If the President of the United States's approval rating according to FiveThirtyEight is above 46.9% on December 31, 2023, then the market resolves to Yes.",Biden 538 approval rating o023?,2023,President 538 approval rating yearly,Politics,annual,finalized,no,2022-12-06T15:00:00Z,2024-01-01T04:59:00Z,1,1,1,13635.0,390.5826388888889,1670338800,1704085140,392,76,1670389200.0,1700110800.0,success,76
kalshi:AAAGASM-24AUG31-US-3.35,AAAGASM-24AUG31-US-3.35,AAAGASM-24AUG31-US,KXAAAGASM,Will average **gas prices** be above $3.35?,3.35,Above 3.35,3.35 or below,"If average regular gas prices for United States are strictly greater than $3.35 on Aug 31, 2024 according to AAA,  the market resolves to Yes.",Gas prices in the US in Aug 2024?,Aug 2024,US gas price,Economics,monthly,finalized,no,2024-07-29T17:00:00Z,2024-08-31T03:59:00Z,1,1,1,16172.0,32.45763888888889,1722272400,1725076740,34,30,1722312000.0,1724990400.0,success,30
kalshi:AAAGASM-24AUG31-US-3.40,AAAGASM-24AUG31-US-3.40,AAAGASM-24AUG31-US,KXAAAGASM,Will average **gas prices** be above $3.40?,3.40,Above 3.40,3.40 or below,"If average regular gas prices for United States are strictly greater than $3.40 on Aug 31, 2024 according to AAA,  the market resolves to Yes.",Gas prices in the US in Aug 2024?,Aug 2024,US gas price,Economics,monthly,finalized,no,2024-07-29T17:00:00Z,2024-08-31T03:59:00Z,1,1,1,27407.0,32.45763888888889,1722272400,1725076740,34,30,1722312000.0,1724817600.0,success,30
kalshi:AAAGASM-24AUG31-US-3.45,AAAGASM-24AUG31-US-3.45,AAAGASM-24AUG31-US,KXAAAGASM,Will average **gas prices** be above $3.45?,3.45,Above 3.45,3.45 or below,"If average regular gas prices for United States are strictly greater than $3.45 on Aug 31, 2024 according to AAA,  the market resolves to Yes.",Gas prices in the US in Aug 2024?,Aug 2024,US gas price,Economics,monthly,finalized,no,2024-07-29T17:00:00Z,2024-08-31T03:59:00Z,1,1,1,15876.0,32.45763888888889,1722272400,1725076740,34,27,1722312000.0,1724731200.0,success,27
kalshi:AAAGASM-24JUL31-US-3.50,AAAGASM-24JUL31-US-3.50,AAAGASM-24JUL31-US,KXAAAGASM,Will average **gas prices** be above $3.50?,3.50,Above 3.50,3.50 or below,"If average regular gas prices for United States are strictly greater than $3.50 on Jul 31, 2024 according to AAA,  the market resolves to Yes.",Gas prices in the US in Jul 2024?,Jul 2024,US gas price,Economics,monthly,finalized,no,2024-06-30T14:00:00Z,2024-07-31T03:59:00Z,1,1,1,19109.0,30.582638888888887,1719756000,1722398340,32,30,1719806400.0,1722312000.0,success,30
kalshi:AAAGASM-24JUN30-US-3.40,AAAGASM-24JUN30-US-3.40,AAAGASM-24JUN30-US,KXAAAGASM,Will average **gas prices** be above $3.40?,3.40,Above 3.40,3.40 or below,"If average regular gas prices for United States are strictly greater than $3.40 on Jun 30, 2024 according to AAA,  the market resolves to Yes.",Gas prices in the US in Jun 2024?,Jun 2024,US gas price,Economics,monthly,finalized,yes,2024-06-05T13:30:00Z,2024-06-30T03:59:00Z,1,1,1,15408.0,24.603472222222223,1717594200,1719719940,26,22,1717646400.0,1719547200.0,success,22
kalshi:AAAGASM-24JUN30-US-3.45,AAAGASM-24JUN30-US-3.45,AAAGASM-24JUN30-US,KXAAAGASM,Will average **gas prices** be above $3.45?,3.45,Above 3.45,3.45 or below,"If average regular gas prices for United States are strictly greater than $3.45 on Jun 30, 2024 according to AAA,  the market resolves to Yes.",Gas prices in the US in Jun 2024?,Jun 2024,US gas price,Economics,monthly,finalized,yes,2024-05-31T14:00:00Z,2024-06-30T03:59:00Z,1,1,1,19588.0,29.582638888888887,1717164000,1719719940,31,26,1717214400.0,1719633600.0,success,26
kalshi:AAAGASM-24JUN30-US-3.50,AAAGASM-24JUN30-US-3.50,AAAGASM-24JUN30-US,KXAAAGASM,Will average **gas prices** be above $3.50?,3.50,Above 3.50,3.50 or below,"If average regular gas prices for United States are strictly greater than $3.50 on Jun 30, 2024 according to AAA,  the market resolves to Yes.",Gas prices in the US in Jun 2024?,Jun 2024,US gas price,Economics,monthly,finalized,no,2024-05-31T14:00:00Z,2024-06-30T03:59:00Z,1,1,1,26090.0,29.582638888888887,1717164000,1719719940,31,27,1717214400.0,1719633600.0,success,27
kalshi:AAAGASM-24JUN30-US-3.55,AAAGASM-24JUN30-US-3.55,AAAGASM-24JUN30-US,KXAAAGASM,Will average **gas prices** be above $3.55?,3.55,Above 3.55,3.55 or below,"If average regular gas prices for United States are strictly greater than $3.55 on Jun 30, 2024 according to AAA,  the market resolves to Yes.",Gas prices in the US in Jun 2024?,Jun 2024,US gas price,Economics,monthly,finalized,no,2024-05-31T14:00:00Z,2024-06-30T03:59:00Z,1,1,1,10131.0,29.582638888888887,1717164000,1719719940,31,26,1717214400.0,1719633600.0,success,26
kalshi:AAAGASM-24MAY31-US-3.55,AAAGASM-24MAY31-US-3.55,AAAGASM-24MAY31-US,KXAAAGASM,Will average **gas prices** be above $3.55?,3.55,Above 3.55,3.55 or below,"If average regular gas prices for United States are strictly greater than $3.55 on May 31, 2024 according to AAA,  the market resolves to Yes.",Gas prices in the US in May 2024?,In May 2024,US gas price,Economics,monthly,finalized,yes,2024-05-12T14:00:00Z,2024-05-31T03:59:00Z,1,1,1,11285.0,18.582638888888887,1715522400,1717127940,20,18,1715572800.0,1717041600.0,success,18
kalshi:AAAGASM-24OCT31-US-3.15,AAAGASM-24OCT31-US-3.15,AAAGASM-24OCT31-US,KXAAAGASM,Will average **gas prices** be above $3.15?,3.15,Above 3.15,Above 3.15,"If average regular gas prices for United States are strictly greater than $3.15 on Oct 31, 2024 according to AAA,  the market resolves to Yes.",Gas prices in the US in Oct 2024?,"On Oct 31, 2024",US gas price,Economics,monthly,finalized,no,2024-09-30T15:00:00Z,2024-10-31T03:59:00Z,1,1,1,11752.0,30.540972222222223,1727708400,1730347140,32,30,1727755200.0,1730260800.0,success,30
kalshi:AAAGASM-24OCT31-US-3.20,AAAGASM-24OCT31-US-3.20,AAAGASM-24OCT31-US,KXAAAGASM,Will average **gas prices** be above $3.20?,3.20,Above 3.20,Above 3.20,"If average regular gas prices for United States are strictly greater than $3.20 on Oct 31, 2024 according to AAA,  the market resolves to Yes.",Gas prices in the US in Oct 2024?,"On Oct 31, 2024",US gas price,Economics,monthly,finalized,no,2024-09-30T15:00:00Z,2024-10-31T03:59:00Z,1,1,1,11578.0,30.540972222222223,1727708400,1730347140,32,28,1727755200.0,1730088000.0,success,28
kalshi:AAAGASM-24SEP30-US-3.20,AAAGASM-24SEP30-US-3.20,AAAGASM-24SEP30-US,KXAAAGASM,Will average **gas prices** be above $3.20?,3.20,Above 3.20,Above 3.20,"If average regular gas prices for United States are strictly greater than $3.20 on Sep 30, 2024 according to AAA,  the market resolves to Yes.",Gas prices in the US in Sep 2024?,On Sep 2024,US gas price,Economics,monthly,finalized,yes,2024-08-31T14:00:00Z,2024-09-30T03:59:00Z,1,1,1,12222.0,29.582638888888887,1725112800,1727668740,31,27,1725163200.0,1727582400.0,success,27
kalshi:ACPI-22-B3.5,ACPI-22-B3.5,ACPI-22,KXACPI,Will **inflation** in 2022 be between 3.0% and 3.9%?,Between 3.0-3.9%,3.0 to 3.9%,Outside 3.0 to 3.9%,"If the 12-month percent change in the Consumer Price Index for All Urban Consumers: All Items is between 3.0 and 3.9% in 2022 according to the Bureau of Labor Statistics, then the market resolves to Yes.",Inflation in 2022?,In 2022,US annual inflation,Economics,annual,finalized,no,2022-03-09T16:00:00Z,2023-01-11T13:25:00Z,1,1,1,36458.0,307.8923611111111,1646841600,1673443500,309,220,1646888400.0,1671253200.0,success,220
kalshi:ACPI-22-B4.5,ACPI-22-B4.5,ACPI-22,KXACPI,Will **inflation** in 2022 be between 4.0% and 4.9%?,Between 4.0-4.9%,4.0 to 4.9%,Outside 4.0 to 4.9%,"If the 12-month percent change in the Consumer Price Index for All Urban Consumers: All Items is between 4.0 and 4.9% in 2022 according to the Bureau of Labor Statistics, then the market resolves to Yes.",Inflation in 2022?,In 2022,US annual inflation,Economics,annual,finalized,no,2022-03-09T16:00:00Z,2023-01-11T13:25:00Z,1,1,1,30159.0,307.8923611111111,1646841600,1673443500,309,217,1646888400.0,1671253200.0,success,217
kalshi:ACPI-22-B5.5,ACPI-22-B5.5,ACPI-22,KXACPI,Will **inflation** in 2022 be between 5.0% and 5.9%?,Between 5.0-5.9%,5.0 to 5.9%,Outside 5.0 to 5.9%,"If the 12-month percent change in the Consumer Price Index for All Urban Consumers: All Items is between 5.0 and 5.9% in 2022 according to the Bureau of Labor Statistics, then the market resolves to Yes.",Inflation in 2022?,In 2022,US annual inflation,Economics,annual,finalized,no,2022-03-09T16:00:00Z,2023-01-11T13:25:00Z,1,1,1,87005.0,307.8923611111111,1646841600,1673443500,309,264,1646888400.0,1673413200.0,success,264
kalshi:ACPI-22-B6.5,ACPI-22-B6.5,ACPI-22,KXACPI,Will **inflation** in 2022 be between 6.0% and 6.9%?,Between 6.0-6.9%,6.0 to 6.9%,Outside 6.0 to 6.9%,"If the 12-month percent change in the Consumer Price Index for All Urban Consumers: All Items is between 6.0 and 6.9% in 2022 according to the Bureau of Labor Statistics, then the market resolves to Yes.",Inflation in 2022?,In 2022,US annual inflation,Economics,annual,finalized,yes,2022-03-09T16:00:00Z,2023-01-11T13:25:00Z,1,1,1,133457.0,307.8923611111111,1646841600,1673443500,309,291,1646888400.0,1673413200.0,success,291
kalshi:ACPI-22-B7.5,ACPI-22-B7.5,ACPI-22,KXACPI,Will **inflation** in 2022 be between 7.0% and 7.9%?,Between 7.0-7.9%,7.0 to 7.9%,Outside 7.0 to 7.9%,"If the 12-month percent change in the Consumer Price Index for All Urban Consumers: All Items is between 7.0 and 7.9% in 2022 according to the Bureau of Labor Statistics, then the market resolves to Yes.",Inflation in 2022?,In 2022,US annual inflation,Economics,annual,finalized,no,2022-03-09T16:00:00Z,2023-01-11T13:25:00Z,1,1,1,90971.0,307.8923611111111,1646841600,1673443500,309,291,1646888400.0,1673413200.0,success,291
kalshi:ACPI-22-B8.5,ACPI-22-B8.5,ACPI-22,KXACPI,Will **inflation** in 2022 be between 8.0% and 8.9%?,Between 8.0-8.9%,8.0 to 8.9%,Outside 8.0 to 8.9%,"If the 12-month percent change in the Consumer Price Index for All Urban Consumers: All Items is between 8.0 and 8.9% in 2022 according to the Bureau of Labor Statistics, then the market resolves to Yes.",Inflation in 2022?,In 2022,US annual inflation,Economics,annual,finalized,no,2022-03-09T16:00:00Z,2023-01-11T13:25:00Z,1,1,1,63963.0,307.8923611111111,1646841600,1673443500,309,264,1646888400.0,1671253200.0,success,264
kalshi:ACPI-22-C3.0,ACPI-22-C3.0,ACPI-22,KXACPI,Will **inflation** in 2022 be below 3.0%?,<3.0%,2.9% or lower,Outside 2.9% or lower,"If the 12-month percent change in the Consumer Price Index for All Urban Consumers: All Items is below 3.0% in 2022 according to the Bureau of Labor Statistics, then the market resolves to Yes.",Inflation in 2022?,In 2022,US annual inflation,Economics,annual,finalized,no,2022-03-09T16:00:00Z,2023-01-11T13:25:00Z,1,1,1,50714.0,307.8923611111111,1646841600,1673443500,309,241,1646888400.0,1671253200.0,success,241
kalshi:ACPI-22-C8.9,ACPI-22-C8.9,ACPI-22,KXACPI,Will **inflation** in 2022 be above 8.9%?,>8.9%,9.0% or higher,Outside 9.0% or higher,"If the 12-month percent change in the Consumer Price Index for All Urban Consumers: All Items is above 8.9% in 2022 according to the Bureau of Labor Statistics, then the market resolves to Yes.",Inflation in 2022?,In 2022,US annual inflation,Economics,annual,finalized,no,2022-03-09T16:00:00Z,2023-01-11T13:25:00Z,1,1,1,41102.0,307.8923611111111,1646841600,1673443500,309,245,1646888400.0,1671253200.0,success,245
kalshi:ACPI-23-A6.5,ACPI-23-A6.5,ACPI-2023,KXACPI,Will **inflation** in 2023 be between 6.0% and 6.9%?,Between 6.0-6.9%,6.0% to 6.9%,Outside 6.0% to 6.9%,"If the 12-month percent change in the Consumer Price Index for All Urban Consumers: All Items, before seasonal adjustment, according to the Bureau of Labor Statistics is between 6.0 and 6.9%, then the market resolves to Yes.",Inflation in 2023?,In 2023,US annual inflation,Economics,annual,finalized,no,2022-07-07T14:00:00Z,,1,1,1,25728.0,553.0419328703704,1657202400,1704985223,555,184,1657512000.0,1692763200.0,success,184
