market_id,market_ticker,event_ticker,series_ticker,market_question,market_subtitle,yes_subtitle,no_subtitle,market_rules,event_question,event_subtitle,series_title,series_category,series_frequency,market_status,market_result,open_time,close_time,passes_volume_filter,passes_lifetime_filter,passes_both_filters,volume_fp,lifetime_days,history_start_ts,history_end_ts,expected_daily_rows,received_daily_rows,first_observation_ts,last_observation_ts,download_status,actual_candles_exported
kalshi:HURCTOT-24DEC01-T8,HURCTOT-24DEC01-T8,HURCTOT-24DEC01,KXHURCTOT,Will there be more than 8  Atlantic hurricanes in 2024?,>8,Above 8,Above 8,"If the NOAA's National Hurricane Center records more than 8 hurricanes of hurricane category 1 or above between January 1, 2024 and December 01, 2024, then the market resolves to Yes.",Number of hurricanes in 2024?,In 2024,Number of hurricanes,Climate and Weather,annual,finalized,yes,2024-02-06T15:00:00Z,,1,1,1,31931.0,243.53247685185184,1707231600,1728272806,245,171,1707282000.0,1728187200.0,success,171
kalshi:HURCTOTMAJ-22NOV30-T0,HURCTOTMAJ-22NOV30-T0,HURCTOTMAJ-22NOV30,KXHURCTOTMAJ,Will there be more than 0 major Atlantic hurricanes in 2022?,>0,Above 0,0 or below,"If the NOAA's National Hurricane Center records more than 0 hurricanes of hurricane category 3 or above between January 1, 2022 and November 30, 2022, then the market resolves to Yes.",Number of major hurricanes in 2022?,In 2022,Number of major hurricanes,Climate and Weather,annual,finalized,yes,2022-07-13T14:00:00Z,,1,1,1,14554.0,69.00712962962963,1657720800,1663683016,71,53,1657771200.0,1663646400.0,success,53
kalshi:HURCTOTMAJ-22NOV30-T1,HURCTOTMAJ-22NOV30-T1,HURCTOTMAJ-22NOV30,KXHURCTOTMAJ,Will there be more than 1 major Atlantic hurricanes in 2022?,>1,Above 1,1 or below,"If the NOAA's National Hurricane Center records more than 1 hurricanes of hurricane category 3 or above between January 1, 2022 and November 30, 2022, then the market resolves to Yes.",Number of major hurricanes in 2022?,In 2022,Number of major hurricanes,Climate and Weather,annual,finalized,yes,2022-07-13T14:00:00Z,,1,1,1,15083.0,79.20575231481482,1657720800,1664564177,81,63,1657771200.0,1664510400.0,success,63
kalshi:HURCTOTMAJ-22NOV30-T2,HURCTOTMAJ-22NOV30-T2,HURCTOTMAJ-22NOV30,KXHURCTOTMAJ,Will there be more than 2 major Atlantic hurricanes in 2022?,>2,Above 2,2 or below,"If the NOAA's National Hurricane Center records more than 2 hurricanes of hurricane category 3 or above between January 1, 2022 and November 30, 2022, then the market resolves to Yes.",Number of major hurricanes in 2022?,In 2022,Number of major hurricanes,Climate and Weather,annual,finalized,no,2022-07-13T14:00:00Z,2022-12-01T04:59:00Z,1,1,1,28609.0,140.62430555555557,1657720800,1669870740,142,119,1657771200.0,1669784400.0,success,119
kalshi:HURCTOTMAJ-22NOV30-T3,HURCTOTMAJ-22NOV30-T3,HURCTOTMAJ-22NOV30,KXHURCTOTMAJ,Will there be more than 3 major Atlantic hurricanes in 2022?,>3,Above 3,3 or below,"If the NOAA's National Hurricane Center records more than 3 hurricanes of hurricane category 3 or above between January 1, 2022 and November 30, 2022, then the market resolves to Yes.",Number of major hurricanes in 2022?,In 2022,Number of major hurricanes,Climate and Weather,annual,finalized,no,2022-07-13T14:00:00Z,2022-12-01T04:59:00Z,1,1,1,13648.0,140.62430555555557,1657720800,1669870740,142,110,1657771200.0,1669784400.0,success,110
kalshi:HURCTOTMAJ-23DEC01-T3,HURCTOTMAJ-23DEC01-T3,HURCTOTMAJ-23DEC01,KXHURCMAJ,Will there be more than 3 major Atlantic hurricanes in 2023?,>3,Above 3,3 or below,"If the NOAA's National Hurricane Center records more than 3 hurricanes of hurricane category 3 or above between January 1, 2023 and December 01, 2023, then the market resolves to Yes.",Number of major hurricanes in 2023?,In 2023,Number of major hurricanes,Climate and Weather,custom,finalized,no,2023-03-14T14:00:00Z,2023-12-02T04:59:00Z,1,1,1,62461.0,262.62430555555557,1678802400,1701493140,264,179,1678852800.0,1701320400.0,success,179
kalshi:HURCTOTMAJ-23DEC01-T4,HURCTOTMAJ-23DEC01-T4,HURCTOTMAJ-23DEC01,KXHURCMAJ,Will there be more than 4 major Atlantic hurricanes in 2023?,>4,Above 4,4 or below,"If the NOAA's National Hurricane Center records more than 4 hurricanes of hurricane category 3 or above between January 1, 2023 and December 01, 2023, then the market resolves to Yes.",Number of major hurricanes in 2023?,In 2023,Number of major hurricanes,Climate and Weather,custom,finalized,no,2023-03-14T14:00:00Z,2023-12-02T04:59:00Z,1,1,1,12867.0,262.62430555555557,1678802400,1701493140,264,168,1678852800.0,1701320400.0,success,168
kalshi:HURCTOTMAJ-24DEC01-T2,HURCTOTMAJ-24DEC01-T2,HURCTOTMAJ-24DEC01,KXHURCTOTMAJ,Will there be more than 2 major Atlantic hurricanes in 2024?,2,Above 2,2 or below,"If the NOAA's National Hurricane Center records more than 2 hurricanes of hurricane category 3 or above between January 1, 2024 and December 01, 2024, then the market resolves to Yes.",How many major Atlantic hurricanes will there be in 2024?,In 2024,Number of major hurricanes,Climate and Weather,annual,finalized,yes,2024-03-26T14:00:00Z,,1,1,1,14037.0,191.00008101851853,1711461600,1727964007,193,107,1711512000.0,1727928000.0,success,107
kalshi:HURCTOTMAJ-24DEC01-T3,HURCTOTMAJ-24DEC01-T3,HURCTOTMAJ-24DEC01,KXHURCTOTMAJ,Will there be more than 3 major Atlantic hurricanes in 2024?,3,Above 3,3 or below,"If the NOAA's National Hurricane Center records more than 3 hurricanes of hurricane category 3 or above between January 1, 2024 and December 01, 2024, then the market resolves to Yes.",How many major Atlantic hurricanes will there be in 2024?,In 2024,Number of major hurricanes,Climate and Weather,annual,finalized,yes,2024-03-26T14:00:00Z,,1,1,1,19182.0,195.96998842592592,1711461600,1728393407,197,125,1711512000.0,1728360000.0,success,125
kalshi:HURCTOTMAJ-24DEC01-T4,HURCTOTMAJ-24DEC01-T4,HURCTOTMAJ-24DEC01,KXHURCTOTMAJ,Will there be more than 4 major Atlantic hurricanes in 2024?,4,Above 4,4 or below,"If the NOAA's National Hurricane Center records more than 4 hurricanes of hurricane category 3 or above between January 1, 2024 and December 01, 2024, then the market resolves to Yes.",How many major Atlantic hurricanes will there be in 2024?,In 2024,Number of major hurricanes,Climate and Weather,annual,finalized,yes,2024-03-26T14:00:00Z,,1,1,1,19637.0,225.25180555555556,1711461600,1730923356,227,160,1711512000.0,1730869200.0,success,160
kalshi:HURCTOTMAJ-24DEC01-T5,HURCTOTMAJ-24DEC01-T5,HURCTOTMAJ-24DEC01,KXHURCTOTMAJ,Will there be more than 5 major Atlantic hurricanes in 2024?,5,Above 5,5 or below,"If the NOAA's National Hurricane Center records more than 5 hurricanes of hurricane category 3 or above between January 1, 2024 and December 01, 2024, then the market resolves to Yes.",How many major Atlantic hurricanes will there be in 2024?,In 2024,Number of major hurricanes,Climate and Weather,annual,finalized,no,2024-03-26T14:00:00Z,2024-12-02T04:59:00Z,1,1,1,17013.0,250.62430555555557,1711461600,1733115540,252,171,1711512000.0,1733029200.0,success,171
kalshi:HURMIA-22NOV30-T1,HURMIA-22NOV30-T1,HURMIA-22NOV30,KXHURMIA,Will a hurricane category 1 hurricane or stronger hit Miami this year?,Category 1 or higher,Category 1 or higher,Not Category 1 or higher,"If the National Weather Service reports that a maximum sustained wind-speed of at least 74 miles per hour  (corresponding to a hurricane category 1 or stronger) in the city of Miami occurred between June 30, 2022 and November 30, 2022, then the market resolves to Yes.",Hurricane hits Miami in 2022?,In 2022,Hurricane hits Miami,Climate and Weather,custom,finalized,no,2022-06-30T14:00:00Z,2022-12-01T04:59:00Z,1,1,1,92675.0,153.62430555555557,1656597600,1669870740,155,129,1656648000.0,1669784400.0,success,129
kalshi:HURMIA-22NOV30-T2,HURMIA-22NOV30-T2,HURMIA-22NOV30,KXHURMIA,Will a hurricane category 2 hurricane or stronger hit Miami this year?,Category 2 or higher,Category 2 or higher,Not Category 2 or higher,"If the National Weather Service reports that a maximum sustained wind-speed of at least 96 miles per hour  (corresponding to a hurricane category 2 or stronger) in the city of Miami occurred between June 30, 2022 and November 30, 2022, then the market resolves to Yes.",Hurricane hits Miami in 2022?,In 2022,Hurricane hits Miami,Climate and Weather,custom,finalized,no,2022-06-30T14:00:00Z,2022-12-01T04:59:00Z,1,1,1,21418.0,153.62430555555557,1656597600,1669870740,155,115,1656648000.0,1669698000.0,success,115
kalshi:HURMIA-22NOV30-T3,HURMIA-22NOV30-T3,HURMIA-22NOV30,KXHURMIA,Will a hurricane category 3 hurricane or stronger hit Miami this year?,Category 3 or higher,Category 3 or higher,Not Category 3 or higher,"If the National Weather Service reports that a maximum sustained wind-speed of at least 111 miles per hour  (corresponding to a hurricane category 3 or stronger) in the city of Miami occurred between June 30, 2022 and November 30, 2022, then the market resolves to Yes.",Hurricane hits Miami in 2022?,In 2022,Hurricane hits Miami,Climate and Weather,custom,finalized,no,2022-06-30T14:00:00Z,2022-12-01T04:59:00Z,1,1,1,18286.0,153.62430555555557,1656597600,1669870740,155,106,1656648000.0,1668574800.0,success,106
kalshi:HURMIA-22NOV30-T4,HURMIA-22NOV30-T4,HURMIA-22NOV30,KXHURMIA,Will a hurricane category 4 hurricane or stronger hit Miami this year?,Category 4 or higher,Category 4 or higher,Not Category 4 or higher,"If the National Weather Service reports that a maximum sustained wind-speed of at least 131 miles per hour  (corresponding to a hurricane category 4 or stronger) in the city of Miami occurred between June 30, 2022 and November 30, 2022, then the market resolves to Yes.",Hurricane hits Miami in 2022?,In 2022,Hurricane hits Miami,Climate and Weather,custom,finalized,no,2022-07-08T19:10:00Z,2022-12-01T04:59:00Z,1,1,1,17567.0,145.40902777777777,1657307400,1669870740,147,96,1657339200.0,1669698000.0,success,96
kalshi:HURMIA-22NOV30-T5,HURMIA-22NOV30-T5,HURMIA-22NOV30,KXHURMIA,Will a hurricane category 5 hurricane or stronger hit Miami this year?,Category 5 or higher,Category 5 or higher,Not Category 5 or higher,"If the National Weather Service reports that a maximum sustained wind-speed of at least 156 miles per hour  (corresponding to a hurricane category 5 or stronger) in the city of Miami occurred between June 30, 2022 and November 30, 2022, then the market resolves to Yes.",Hurricane hits Miami in 2022?,In 2022,Hurricane hits Miami,Climate and Weather,custom,finalized,no,2022-07-08T19:10:00Z,2022-12-01T04:59:00Z,1,1,1,20309.0,145.40902777777777,1657307400,1669870740,147,91,1657339200.0,1669525200.0,success,91
kalshi:HURMIA-23NOV30-T1,HURMIA-23NOV30-T1,HURMIA-23NOV30,KXHURMIA,Will a hurricane category 1 hurricane or stronger hit Miami this year?,Category 1 or higher,Category 1 or higher,Not Category 1 or higher,"If the National Weather Service reports that a maximum sustained wind-speed of at least 74 miles per hour (corresponding to a hurricane category  or stronger) in the city of Miami that occurred between March 20, 2023 and November 30, 2023, then the market resolves to Yes.",Hurricane hits Miami in 2023?,In 2023,Hurricane hits Miami,Climate and Weather,custom,finalized,no,2023-03-20T14:00:00Z,2023-12-01T04:59:00Z,1,1,1,29927.0,255.62430555555557,1679320800,1701406740,257,128,1679371200.0,1701234000.0,success,128
kalshi:HURMIA-23NOV30-T5,HURMIA-23NOV30-T5,HURMIA-23NOV30,KXHURMIA,Will a hurricane category 5 hurricane or stronger hit Miami this year?,Category 5 or higher,Category 5 or higher,Not Category 5 or higher,"If the National Weather Service reports that a maximum sustained wind-speed of at least 157 miles per hour (corresponding to a hurricane category  or stronger) in the city of Miami that occurred between March 20, 2023 and November 30, 2023, then the market resolves to Yes.",Hurricane hits Miami in 2023?,In 2023,Hurricane hits Miami,Climate and Weather,custom,finalized,no,2023-03-20T14:00:00Z,2023-12-01T04:59:00Z,1,1,1,15009.0,255.62430555555557,1679320800,1701406740,257,56,1679371200.0,1697774400.0,success,56
kalshi:HURMIA-24NOV30-T1,HURMIA-24NOV30-T1,HURMIA-24NOV30,KXHURMIA,Will a hurricane category 1 hurricane or stronger hit Miami this year?,Category 1 or higher,Category 1 or higher,Category 1 or higher,"If the National Weather Service reports that a maximum sustained wind-speed of at least 74 miles per hour (corresponding to a hurricane category  or stronger) in the city of Miami that occurred between January 17, 2024 and November 30, 2024, then the market resolves to Yes.",Hurricane hits Miami in 2024?,In 2024,Hurricane hits Miami,Climate and Weather,custom,finalized,no,2024-01-17T23:00:00Z,2024-12-01T04:59:00Z,1,1,1,12989.0,318.24930555555557,1705532400,1733029140,320,156,1705554000.0,1732942800.0,success,156
kalshi:HURNJ-22NOV30-T1,HURNJ-22NOV30-T1,HURNJ-22NOV30,KXHURNJ,What kind of hurricanes will hit New Jersey in 2022?,Category 1 or higher,Category 1 or higher,No Category 1 or higher,"If the National Weather Service reports a maximum sustained wind-speed of at least 74 miles per hour (corresponding to a hurricane category 1 or stronger) in New Jersey that occurred between June 30, 2022 and November 30, 2022, then the market resolves to Yes.",Hurricane hitting New Jersey in 2022?,In 2022,Hurricane hitting New Jersey,Climate and Weather,custom,finalized,no,2022-06-30T14:00:00Z,2022-12-01T04:59:00Z,1,1,1,15969.0,153.62430555555557,1656597600,1669870740,155,82,1656648000.0,1669352400.0,success,82
kalshi:HURNO-22NOV30-T1,HURNO-22NOV30-T1,HURNO-22NOV30,KXHURNO,Will a hurricane category 1 hurricane or stronger hit New Orleans this year?,Category 1 or higher,Category 1 or higher,No Category 1 or higher,"If the National Weather Service reports a maximum sustained wind-speed of at least 74 miles per hour (corresponding to a hurricane category 1 or stronger) in New Orleans that occurred between June 30, 2022 and November 30, 2022, then the market resolves to Yes.","Hurricane hits New Orleans by Nov 30, 2022?","By Nov 30, 2022",Hurricane hits New Orleans,Climate and Weather,annual,finalized,no,2022-06-30T14:00:00Z,2022-12-01T04:59:00Z,1,1,1,45775.0,153.62430555555557,1656597600,1669870740,155,110,1656648000.0,1669698000.0,success,110
kalshi:HURNO-22NOV30-T2,HURNO-22NOV30-T2,HURNO-22NOV30,KXHURNO,Will a hurricane category 2 hurricane or stronger hit New Orleans this year?,Category 2 or higher,Category 2 or higher,No Category 2 or higher,"If the National Weather Service reports a maximum sustained wind-speed of at least 96 miles per hour (corresponding to a hurricane category 2 or stronger) in New Orleans that occurred between June 30, 2022 and November 30, 2022, then the market resolves to Yes.","Hurricane hits New Orleans by Nov 30, 2022?","By Nov 30, 2022",Hurricane hits New Orleans,Climate and Weather,annual,finalized,no,2022-06-30T14:00:00Z,2022-12-01T04:59:00Z,1,1,1,19112.0,153.62430555555557,1656597600,1669870740,155,92,1656648000.0,1669525200.0,success,92
kalshi:HURNO-22NOV30-T3,HURNO-22NOV30-T3,HURNO-22NOV30,KXHURNO,Will a hurricane category 3 hurricane or stronger hit New Orleans this year?,Category 3 or higher,Category 3 or higher,No Category 3 or higher,"If the National Weather Service reports a maximum sustained wind-speed of at least 111 miles per hour (corresponding to a hurricane category 3 or stronger) in New Orleans that occurred between June 30, 2022 and November 30, 2022, then the market resolves to Yes.","Hurricane hits New Orleans by Nov 30, 2022?","By Nov 30, 2022",Hurricane hits New Orleans,Climate and Weather,annual,finalized,no,2022-06-30T14:00:00Z,2022-12-01T04:59:00Z,1,1,1,16570.0,153.62430555555557,1656597600,1669870740,155,90,1656648000.0,1668488400.0,success,90
kalshi:HURNO-23NOV30-T1,HURNO-23NOV30-T1,HURNO-23NOV30,KXHURNO,Will a hurricane category 1 hurricane or stronger hit New Orleans this year?,Category 1 or higher,Category 1 or higher,No Category 1 or higher,"If the National Weather Service reports a maximum sustained wind-speed of at least 74 miles per hour (corresponding to a hurricane category 1}} or stronger) in New Orleans that occurred between March 03, 2023 and November 30, 2023, then the market resolves to Yes.",Hurricane hits New Orleans in 2023?,In 2023,Hurricane hits New Orleans,Climate and Weather,annual,finalized,no,2023-03-03T15:00:00Z,2023-12-01T04:59:00Z,1,1,1,10471.0,272.5826388888889,1677855600,1701406740,274,154,1677906000.0,1700888400.0,success,154
kalshi:HURNO-24NOV30-T1,HURNO-24NOV30-T1,HURNO-24NOV30,KXHURNO,Will a hurricane category 1 hurricane or stronger hit New Orleans this year?,Category 1 or higher,Category 1 or higher,Not Category 1 or higher,"If the National Weather Service reports a maximum sustained wind-speed of at least 74 miles per hour (corresponding to a hurricane category 1}} or stronger) in New Orleans that occurred between January 17, 2024 and November 30, 2024, then the market resolves to Yes.",Hurricane hits New Orleans in 2024?,In 2024,Hurricane hits New Orleans,Climate and Weather,annual,finalized,no,2024-01-17T23:00:00Z,2024-12-01T04:59:00Z,1,1,1,15529.0,318.24930555555557,1705532400,1733029140,320,165,1705554000.0,1732942800.0,success,165
kalshi:HURNO-24NOV30-T3,HURNO-24NOV30-T3,HURNO-24NOV30,KXHURNO,Will a hurricane category 3 hurricane or stronger hit New Orleans this year?,Category 3 or higher,Category 3 or higher,Not Category 3 or higher,"If the National Weather Service reports a maximum sustained wind-speed of at least 111 miles per hour (corresponding to a hurricane category 3}} or stronger) in New Orleans that occurred between January 17, 2024 and November 30, 2024, then the market resolves to Yes.",Hurricane hits New Orleans in 2024?,In 2024,Hurricane hits New Orleans,Climate and Weather,annual,finalized,no,2024-01-17T23:00:00Z,2024-12-01T04:59:00Z,1,1,1,12425.0,318.24930555555557,1705532400,1733029140,320,117,1705640400.0,1732942800.0,success,117
kalshi:HURNYC-22NOV30-T1,HURNYC-22NOV30-T1,HURNYC-22NOV30,KXHURNYC,Will a hurricane category 1 hurricane or stronger hit New York City this year?,Category 1 or higher,Category 1 or higher,No Category 1 or higher,"If the National Weather Service reports a maximum sustained wind-speed of at least 74 miles per hour (corresponding to a hurricane category 1 or stronger) in New York City that occurred between June 30, 2022 and November 30, 2022, then the market resolves to Yes.",Hurricane hits NYC in 2022?,In 2022,Hurricane hits NYC,Climate and Weather,custom,finalized,no,2022-06-30T14:00:00Z,2022-12-01T04:59:00Z,1,1,1,17236.0,153.62430555555557,1656597600,1669870740,155,86,1656648000.0,1668488400.0,success,86
kalshi:HURNYC-23NOV30-T1,HURNYC-23NOV30-T1,HURNYC-23NOV30,KXHURNYC,Will a hurricane category 1 hurricane or stronger hit New York City this year?,Category 1 or higher,Category 1 or higher,No Category 1 or higher,"If the National Weather Service reports a maximum sustained wind-speed of at least 74 miles per hour (corresponding to a hurricane category 1}} or stronger) in New York City that occurred between March 20, 2023 and November 30, 2023, then the market resolves to Yes.",Hurricane hits NYC in 2023?,In 2023,Hurricane hits NYC,Climate and Weather,custom,finalized,no,2023-03-20T14:00:00Z,2023-12-01T04:59:00Z,1,1,1,12001.0,255.62430555555557,1679320800,1701406740,257,98,1679371200.0,1699419600.0,success,98
kalshi:HURORL-22NOV30-T1,HURORL-22NOV30-T1,HURORL-22NOV30,KXHURORL,Will a hurricane category 1 hurricane or stronger hit Orlando this year?,Category 1 or higher,Category 1 or higher,No Category 1 or higher,"If the National Weather Service reports that a maximum sustained wind-speed of at least 74 miles per hour (corresponding to a hurricane category 1 or stronger) in the city of Orlando that occurred between August 11, 2022 and November 30, 2022, then the market resolves to Yes.",Hurricane hits Orlando in 2022?,In 2022,Hurricane hits Orlando,Climate and Weather,custom,finalized,no,2022-08-11T14:00:00Z,2022-12-01T04:59:00Z,1,1,1,96953.0,111.62430555555555,1660226400,1669870740,113,90,1660276800.0,1669784400.0,success,90
kalshi:HURORL-22NOV30-T2,HURORL-22NOV30-T2,HURORL-22NOV30,KXHURORL,Will a hurricane category 2 hurricane or stronger hit Orlando this year?,Hurricane Category 2+,2,No 2,"If the National Weather Service reports that a maximum sustained wind-speed of at least 96 miles per hour (corresponding to a hurricane category 2 or stronger) in the city of Orlando that occurred between August 11, 2022 and November 30, 2022, then the market resolves to Yes.",Hurricane hits Orlando in 2022?,In 2022,Hurricane hits Orlando,Climate and Weather,custom,finalized,no,2022-08-11T14:00:00Z,2022-12-01T04:59:00Z,1,1,1,28036.0,111.62430555555555,1660226400,1669870740,113,69,1660276800.0,1668056400.0,success,69
kalshi:HURORL-22NOV30-T3,HURORL-22NOV30-T3,HURORL-22NOV30,KXHURORL,Will a hurricane category 3 hurricane or stronger hit Orlando this year?,Hurricane Category 3+,3,No 3,"If the National Weather Service reports that a maximum sustained wind-speed of at least 111 miles per hour (corresponding to a hurricane category 3 or stronger) in the city of Orlando that occurred between August 11, 2022 and November 30, 2022, then the market resolves to Yes.",Hurricane hits Orlando in 2022?,In 2022,Hurricane hits Orlando,Climate and Weather,custom,finalized,no,2022-08-11T14:00:00Z,2022-12-01T04:59:00Z,1,1,1,16523.0,111.62430555555555,1660226400,1669870740,113,60,1660276800.0,1669698000.0,success,60
kalshi:HURORL-24NOV30-T1,HURORL-24NOV30-T1,HURORL-24NOV30,KXHURORL,Will a hurricane category 1 hurricane or stronger hit Orlando this year?,Category 1 or higher,Category 1 or higher,No Category 1 or higher,"If the National Weather Service reports that a maximum sustained wind-speed of at least 74 miles per hour (corresponding to a hurricane category  or stronger) in the city of Orlando that occurred between June 18, 2024 and November 30, 2024, then the market resolves to Yes.",Hurricane hits Orlando in 2024?,In 2024,Hurricane hits Orlando,Climate and Weather,custom,finalized,yes,2024-06-18T16:00:00Z,,1,1,1,17840.0,118.2777662037037,1718726400,1728945599,120,69,1718769600.0,1728878400.0,success,69
kalshi:HURTB-24NOV30-T111,HURTB-24NOV30-T111,HURTB-24NOV30,KXHURTB,Will a 111 mph hurricane or stronger hit Tampa this year?,Category 3 or higher,Category 3 or higher,Category 3 or higher,"If the National Weather Service reports that a maximum sustained wind-speed of at least 111 miles per hour in Tampa, Florida that occurred between June 18, 2024 and November 30, 2024, then the market resolves to Yes.",Hurricane hits Tampa in 2024?,In 2024,Hurricane hits Tampa,Climate and Weather,custom,finalized,no,2024-06-18T12:00:00Z,2024-12-01T04:59:00Z,1,1,1,51419.0,165.70763888888888,1718712000,1733029140,167,83,1718769600.0,1732942800.0,success,83
kalshi:HURTB-24NOV30-T130,HURTB-24NOV30-T130,HURTB-24NOV30,KXHURTB,Will a 130 mph hurricane or stronger hit Tampa this year?,Category 4 or higher,Category 4 or higher,Category 4 or higher,"If the National Weather Service reports that a maximum sustained wind-speed of at least 130 miles per hour in Tampa, Florida that occurred between June 18, 2024 and November 30, 2024, then the market resolves to Yes.",Hurricane hits Tampa in 2024?,In 2024,Hurricane hits Tampa,Climate and Weather,custom,finalized,no,2024-06-18T12:00:00Z,2024-12-01T04:59:00Z,1,1,1,21103.0,165.70763888888888,1718712000,1733029140,167,68,1718769600.0,1732942800.0,success,68
kalshi:HURTB-24NOV30-T74,HURTB-24NOV30-T74,HURTB-24NOV30,KXHURTB,Will a 74 mph hurricane or stronger hit Tampa this year?,Category 1 or higher,Category 1 or higher,Category 1 or higher,"If the National Weather Service reports that a maximum sustained wind-speed of at least 74 miles per hour in Tampa, Florida that occurred between June 18, 2024 and November 30, 2024, then the market resolves to Yes.",Hurricane hits Tampa in 2024?,In 2024,Hurricane hits Tampa,Climate and Weather,custom,finalized,no,2024-06-18T12:00:00Z,2024-12-01T04:59:00Z,1,1,1,174550.0,165.70763888888888,1718712000,1733029140,167,126,1718769600.0,1732942800.0,success,126
kalshi:HURTB-24NOV30-T96,HURTB-24NOV30-T96,HURTB-24NOV30,KXHURTB,Will a 96 mph hurricane or stronger hit Tampa this year?,Category 2 or higher,Category 2 or higher,Category 2 or higher,"If the National Weather Service reports that a maximum sustained wind-speed of at least 96 miles per hour in Tampa, Florida that occurred between June 18, 2024 and November 30, 2024, then the market resolves to Yes.",Hurricane hits Tampa in 2024?,In 2024,Hurricane hits Tampa,Climate and Weather,custom,finalized,no,2024-06-18T12:00:00Z,2024-12-01T04:59:00Z,1,1,1,45125.0,165.70763888888888,1718712000,1733029140,167,88,1718769600.0,1732942800.0,success,88
kalshi:INDOORSF-22JAN01,INDOORSF-22JAN01,INDOORSF,KXINDOORSF,"Will **San Francisco close indoor dining** by January 1, 2022?","By Jan 1, 2022","Limited or restricted By Jan 1, 2022","Remains unrestricted By Jan 1, 2022","If the San Francisco government website indicates, or the Mayor's office issues an unretracted press release indicating, that all indoor dining is shut down in San Francisco by 6:00 PM ET on January 1, 2022, then the market resolves to Yes.",SF indoor dining?,,SF indoor dining,World,custom,finalized,no,2021-08-20T00:10:00Z,2022-01-01T00:00:00Z,1,1,1,15031.0,133.99305555555554,1629418200,1640995200,135,120,1629432000.0,1640926800.0,success,120
kalshi:INFRA-21AUG10,INFRA-21AUG10,INFRA,KXINFRA,Will the Senate pass a bipartisan infrastructure bill before August 10?,Before Aug 10,Passes the Senate Before Aug 10,Fails to pass the Senate Before Aug 10,"If a bill that meets the following four conditions is documented on Congress.gov, then the market resolves to Yes.",Senate pass infrastructure bill?,,Senate pass infrastructure bill,Politics,custom,finalized,no,2021-07-30T16:00:00Z,2021-08-13T00:00:00Z,1,1,1,115000.0,13.333333333333334,1627660800,1628812800,15,13,1627704000.0,1628740800.0,success,13
kalshi:INFRALW-21DEC20,INFRALW-21DEC20,INFRALW,KXINFRALW,"Will the **bipartisan infrastructure bill** become law by December 20, 2021?","By December 20, 2021","Becomes law By December 20, 2021","Fails to become law By December 20, 2021","If Congress.gov’s legislation tracker shows that H.R.3684 has the status “Became Law” by December 20, 2021, then the market resolves to Yes.",Infrastructure bill become law?,,Infrastructure bill become law,Politics,custom,finalized,yes,2021-11-02T14:00:00Z,2021-12-22T01:00:00Z,1,1,1,14732.0,49.458333333333336,1635861600,1640134800,51,26,1635912000.0,1640062800.0,success,26
kalshi:INFRALW-21NOV08,INFRALW-21NOV08,INFRALW,KXINFRALW,"Will the bipartisan infrastructure bill become law by November 8, 2021?","By November 8, 2021","Becomes law By November 8, 2021","Fails to become law By November 8, 2021","If Congress.gov’s legislation tracker shows that H.R.3684 has the status “Became Law” by November 08, 2021, then the market resolves to Yes.",Infrastructure bill become law?,,Infrastructure bill become law,Politics,custom,finalized,no,2021-11-01T14:00:00Z,2021-11-10T01:00:00Z,1,1,1,208700.0,8.458333333333334,1635775200,1636506000,10,8,1635825600.0,1636434000.0,success,8
kalshi:INFRALW-21OCT14,INFRALW-21OCT14,INFRALW,KXINFRALW,"Will the bipartisan infrastructure bill become law by October 14, 2021?","By Oct 14, 2021","Becomes law By Oct 14, 2021","Fails to become law By Oct 14, 2021","If Congress.gov’s legislation tracker shows that H.R.3684 has the status “Became Law” by October 14, 2021, then the market resolves to Yes.",Infrastructure bill become law?,,Infrastructure bill become law,Politics,custom,finalized,no,2021-09-22T16:00:00Z,2021-10-16T00:00:00Z,1,1,1,24544.0,23.333333333333332,1632326400,1634342400,25,23,1632369600.0,1634270400.0,success,23
kalshi:INFRALW-21OCT31,INFRALW-21OCT31,INFRALW,KXINFRALW,"Will the bipartisan infrastructure bill become law by October 31, 2021?","By Oct 31, 2021","Becomes law By Oct 31, 2021","Fails to become law By Oct 31, 2021","If Congress.gov’s legislation tracker shows that H.R.3684 has the status “Became Law” by October 31, 2021, then the market resolves to Yes.",Infrastructure bill become law?,,Infrastructure bill become law,Politics,custom,finalized,no,2021-10-05T14:00:00Z,2021-11-01T14:00:00Z,1,1,1,43576.0,27.0,1633442400,1635775200,28,27,1633492800.0,1635739200.0,success,27
kalshi:INFRALW-21SEP25,INFRALW-21SEP25,INFRALW,KXINFRALW,"Will the bipartisan infrastructure bill become law by September 25, 2021?","By Sep 25, 2021","Becomes law By Sep 25, 2021","Fails to become law By Sep 25, 2021","If Congress.gov’s legislation tracker shows that H.R.3684 has the status “Became Law” by September 25, 2021, then the market resolves to Yes.",Infrastructure bill become law?,,Infrastructure bill become law,Politics,custom,finalized,no,2021-08-24T12:00:00Z,2021-09-27T00:00:00Z,1,1,1,14395.0,33.5,1629806400,1632700800,35,32,1629864000.0,1632628800.0,success,32
